109,2025
110,4516
111,5023
112,5689
113,6059
114,6862
115,7412
116,7904
117,8796
118,9547
119,10456
120,11222
121,11062
122,12747
123,13448
124,13875
125,14281
126,14576
127,14727
128,14856
129,14948
130,15007
131,13857
132,14863
133,14888
134,14848
135,15040
136,15141
137,15324
138,15410
139,15496
140,15506
141,13856
142,15077
143,14574
144,14432
145,13827
146,13364
147,13353
148,13552
149,13985
150,14521
151,14179
152,14896
153,15025
154,15002
155,15102
156,15045
157,14971
158,15062
159,14974
160,14798
161,14312
162,14199
163,13827
164,13339
165,12746
166,11798
167,10675
168,9415
169,7545
170,4921
171,2650
172,2414
173,1343
174,556
175,307
212,3016
213,4792
214,5733
215,6136
216,6166
217,6168
218,6438
219,6937
220,8063
221,7865
222,9766
223,10335
224,10651
225,10993
226,11235
227,11474
228,11636
229,11803
230,12093
231,11463
232,12385
233,12420
234,12518
235,12617
236,12725
237,12669
238,12667
239,12846
240,12876
241,11893
242,12976
243,13446
244,13733
245,13716
246,13540
247,13418
248,12879
249,13266
250,12866
251,12606
252,13312
253,13492
254,13604
255,13817
256,13922
257,13803
258,14016
259,13931
260,13882
261,13018
262,13317
263,12967
264,12731
265,12235
266,11433
267,10571
268,10027
269,8861
270,6784
271,4401
272,3320
273,1975
274,1517
275,683
276,340
277,227
316,4047
317,5317
318,6150
319,7450
320,8697
321,9687
322,11467
323,12727
324,13625
325,14448
326,15046
327,15869
328,16225
329,16569
330,16745
331,16013
332,16759
333,16636
334,16354
335,16185
336,15692
337,14890
338,14306
339,13841
340,13170
341,11055
342,12465
343,12102
344,11926
345,11822
346,12002
347,12199
348,12312
349,12577
350,12657
351,11709
352,12733
353,12800
354,12684
355,12892
356,12846
357,12943
358,12731
359,12784
360,12830
361,11976
362,12661
363,12770
364,12585
365,12498
366,11959
367,11813
368,11351
369,10925
370,10241
371,8632
372,8053
373,6288
374,4766
375,3145
376,1979
377,923
378,425
379,159
418,1678
419,4691
420,6144
421,7279
422,8597
423,9963
424,11094
425,11934
426,12970
427,13986
428,14842
429,15367
430,15953
431,14776
432,16772
433,16953
434,17237
435,17306
436,17464
437,17460
438,17521
439,17376
440,17441
441,16364
442,17368
443,17155
444,17211
445,16898
446,16649
447,16470
448,16161
449,15875
450,15742
451,14022
452,15143
453,14985
454,14711
455,14270
456,13993
457,14083
458,13999
459,14387
460,14550
461,13730
462,14885
463,14665
464,14692
465,14600
466,14385
467,14436
468,14184
469,13800
470,13614
471,12838
472,12883
473,12396
474,11930
475,11052
476,10201
477,9364
478,8242
479,6981
480,5451
481,3081
482,2591
483,1752
484,870
485,290
486,113
526,84
527,3508
528,5794
529,6675
530,7442
531,8327
532,9265
533,9726
534,10293
535,10844
536,11395
537,12003
538,12377
539,12665
540,12941
541,12451
542,13215
543,13339
544,13510
545,13629
546,13695
547,13736
548,13760
549,13776
550,13777
551,13018
552,13981
553,14213
554,14420
555,14770
556,15064
557,15275
558,15559
559,15841
560,16039
561,15577
562,16267
563,16416
564,16002
565,15552
566,15030
567,14402
568,13916
569,13048
570,12603
571,10974
572,12270
573,12328
574,12225
575,12254
576,12328
577,12166
578,12181
579,12148
580,11804
581,10963
582,11269
583,10825
584,10401
585,9888
586,9163
587,8428
588,7949
589,7009
590,6009
591,3811
592,3114
593,1631
594,1020
595,408
596,169
597,162
636,2540
637,7381
638,8629
639,9333
640,10273
641,11043
642,12243
643,12376
644,12786
645,13171
646,13966
647,14738
648,15385
649,15992
650,16795
651,16324
652,18208
653,18600
654,19058
655,19480
656,19856
657,20115
658,20378
659,20556
660,20505
661,19191
662,20233
663,20122
664,19750
665,19110
666,18531
667,17807
668,16994
669,16142
670,15515
671,13451
672,14048
673,13517
674,12899
675,12889
676,12719
677,12753
678,12745
679,12822
680,12832
681,12345
682,13210
683,13335
684,13334
685,13435
686,13577
687,13470
688,13308
689,13143
690,12901
691,11776
692,12127
693,11509
694,11253
695,10808
696,10282
697,9353
698,8657
699,7558
700,6199
701,3759
702,2382
703,1089
704,480
705,231
706,222
745,110
746,4857
747,6617
748,7376
749,8123
750,9017
751,9840
752,11131
753,12199
754,13007
755,13838
756,14467
757,15111
758,15669
759,16165
760,16540
761,15950
762,17211
763,17544
764,17780
765,17987
766,18120
767,18217
768,18229
769,18071
770,18073
771,16993
772,18003
773,17983
774,18154
775,17963
776,17872
777,17774
778,17600
779,17266
780,17398
781,15705
782,16858
783,16526
784,16121
785,15769
786,15819
787,15902
788,16013
789,16321
790,16599
791,16601
792,16815
793,16910
794,16693
795,16597
796,16555
797,16257
798,16012
799,15423
800,14876
801,13667
802,13518
803,12678
804,11348
805,9259
806,6852
807,4464
808,2326
809,1434
810,780
811,35
812,291
813,125
814,81
